"id","institution","product","institution_sort","product_sort","schoolexpense_sort","univ_sort","grade_sort","major_sort","grade_stand_detail","income_stand_detail","support_detail","qualification_detail","local_residence_detail","duration_detail","selection_way_detail","selection_num_detail","qualification_restriction_detail","recommendation_detail","documentaion_detail","created_dt","modified_dt","like_num","scrap_num"
"백암재단_주거지원장학생","백암재단","주거지원장학생","민간(기타)","장학금","지역연고","4년제(5~6년제포함)/특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)/연령제한/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","본인의 월 평균 소득 3/589/957원 이하인 사람본인의 총자산과 자동차 가액 기준을 충족하는 사람","보증금 및 임대료 없이 무상 지원 (공과금 관리비는 본인 부담)","자기 성장과 이웃과 더불어 살기위해 구체적 실천력과 봉사정신을 가진 사람주거지원으로 인해 주거 및 통학 부담을 덜고 자기 변화와 성장에 집중하는 사람 책임감과 공동체성이 뛰어나고 타의 모범이 되며 훗날 사회에 기여하고자 하는 사람공고일 현재 무주택자인 미혼의 청년","해당없음",NULL,"해당없음","41명","해당없음","해당없음",NULL,"2022-11-06 17:00:50.482882","2022-11-06 17:00:50.482882",0,0
"동해시민장학회_예/체능특기생","동해시민장학회","예/체능특기생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","최근 1년이내 전국단위 이상 대회/ 경연 등 입상자","해당없음","1인당 1500000원","해당없음","공고일 현재 동해시에 2년이상 주소를 두고 있는 시민의 자녀",NULL,"* 예/체능 특기생은 전체인원의 10%이내 선발(자격미달시 전체대상 선발)","84명 (기초수급권자 자녀/ 장애인학생 포함)","대학원생 제외","해당없음",NULL,"2022-11-06 17:00:50.4892","2022-11-06 17:00:50.4892",0,0
"동해시민장학회_기초수급자 자녀/ 장애인 장학금","동해시민장학회","기초수급자 자녀/ 장애인 장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","신입생: 대학수학능력시험 4개영역 성적 등급의 합이 15(4~15)이하인 자  * 수능성적이 없을 경우 고등학교 전학년 내신성적 4등급(가중치 포함) 이내인자재학생:  최근 두학기 학업성적이 평균 B0 (30/45)이상인자  *두학기 평균 최소 12학점이상 취득 43만점은 287 이상","* 국민기초생활보장수급자의 자녀/ 장애인 대학생","1인당 1500000원","해당없음","공고일 현재 동해시에 2년이상 주소를 두고 있는 시민의 자녀",NULL,"해당없음","84명","대학원생","해당없음",NULL,"2022-11-06 17:00:50.493202","2022-11-06 17:00:50.493202",0,0
"함경북도장학회_장학생","함경북도장학회","장학생","민간(기타)","장학금","지역연고","4년제(5~6년제포함)","대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","해당없음","2021년 기준 국내 4년제 대학교 24학년 진학 예정자","원적이 함경북도인 자의 자녀(손자녀 포함)",NULL,"1차 서류2차 면접","0명","해당없음","해당없음",NULL,"2022-11-06 17:00:50.497795","2022-11-06 17:00:50.497795",0,0
"진주강씨중앙장학회_장학생","진주강씨중앙장학회","장학생","민간(기타)","장학금","기타","4년제(5~6년제포함)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","종사에 기여한 자의 직계 손으로써 성적이 우수한 자","가정사정이 어려워 학비 조달이 곤란한 자","연 2000000원","4년제 대학에 재학하고 있는 자로써 학업성적이 우수하고 품행이 방정한자","해당없음",NULL,"해당없음","20명","2022학년도 신입생 제외","해당없음",NULL,"2022-11-06 17:00:50.502104","2022-11-06 17:00:50.502104",0,0
"(재)한국로타리장학문화재단_장학생","(재)한국로타리장학문화재단","장학생","민간(기업)","장학금","성적우수","4년제(5~6년제포함)/일반대학원/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","관명장학금은 기부금의 120%까지 장학금을 지급하고 이후에는 재단 운용 수익의 50%를 누계 관리하여 인당 장학금 지급액 (200만원)에 도달할 때 추가 장학금을 지급 함","* 클럽의 활동회원 기부금 기준으로 장학금이 지급되며/ 정규과정의  대학생 및 대학원생 대상국내대학 수학 외국유학생 및 외국 대학 수학중인 내・외국인포함선발분야 : 개인 관명 장학금 / 클럽 장학금 / 외국인 장학금 / 개인장학연구기금 / 글로벌 장학금 ※ 자세한 사항은 기관 홈페이지 공고 참고","해당없음",NULL,"장학관리시스템상의 온라인 신청(이메일/ 우편신청 불가)","O명 * 자세한 사항 홈페이지 참조","타 장학금 수혜자가 아닌 학생 (학업지원비로 신청할 경우 중복지원 가능 즉 생활비)","클럽의 장학위원장(회장) 또는 학생의 지도교수 추천서 관명장학생은 관명인 추천서로 갈음함",NULL,"2022-11-06 17:00:50.506013","2022-11-06 17:00:50.506013",0,0
"정읍시민장학재단_장학생","정읍시민장학재단","장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","신입생 : 당해연도 1학기 평점평균이 백분위 환산 90점 이상인 자재학생 : 직전 2학기(전년도 2학기/ 당해연도 1학기) 평점평균이 백분위 환산 90점 이상인 자/ 최소 9학점 이상 이수한 자","부모의 건강 보험납부확인서 금액으로 평가","전문대 : 1800000원4년대 : 2200000원사이버대 : 500000원방통대 : 300000원","공고일 현재 정읍시에 1년이상 주소를 두고 있는 부 또는 모의 자녀로 관내・외 대학교 재학생으로 성적기준 충족자(예・체능 특기자) 지역거주요건을 만족하며 공고일로부터 1년 이내로 전국대회 3위이내/ 도내대회 1위 입상자인 자","공고일 현재 부 또는 모가 정읍시에 1년 이상 주소를 두고 있는 부 또는 모의 자녀로 관내・외 대학교 재학생",NULL,"성적 50%/ 가정형편 50%동점자 발생시 1순위 성적/ 2순위 생활형편","전문대 : 27명 (도내/ 도외 구분 없이 전국 선발)4년대 : 96명 (도내 29명/ 서울 19명/ 기타 48명)사이버대 : 5명방통대 : 5명","1세대 1자녀 선발정읍시에서 지급한 타 장학금 수령 학생직업학교/ 방송대학・통신대학/ 방송통신대학 및 사이버대학 재학생","해당없음",NULL,"2022-11-06 17:00:50.516384","2022-11-06 17:00:50.516384",0,0
"강동대학교_국가자격증 장려장학금","강동대학교","국가자격증 장려장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","학생 1인당 지원금 400000원","재학생 전체","해당없음",NULL,"해당없음","해당없음","휴학생 제외","해당없음",NULL,"2022-11-06 17:01:01.900063","2022-11-06 17:01:01.900063",0,0
"서민금융진흥원_햇살론Youth","서민금융진흥원","햇살론Youth","관계부처","학자금","소득구분","4년제(5~6년제포함)/일반대학원/전문대(2~3년제)/전문대학원","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/박사과정/석사2학기이상/석사신입생(1학기)","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","연소득 3천 5백만원 이하","대출한도 : 동일인 1인 최대 1천 2백만원 / 연간 최대 6백만 원대출금리 : 36% ~ 45% (유형별로 상이) * 특정용도자금의 구분 : 학업・취업준비자금 / 의료비 / 주거비 * 자격조건에 따른 거치기간/상환기간/보증기간등 자세한 사항은 첨부파일 및 기관 홈페이지 참조","※ 만 19세 이상 ~ 만 34세 이하이면서 연소득 3천 5백만원 이하의 대학생/ 청년 등으로 크게 취업준비생과 사회초년생으로 구분(취업준비생) 대학(원)생/ 학점은행제 수강자/ 미취업청년(사회초년생) 중소기업에 1년 이상 재직 중인 자","해당없음",NULL,"해당없음","해당없음","만 19세 미만인 자 또는 만 34세 초과인 자본인 소유의 재산이 과다한 경우","해당없음",NULL,"2022-11-06 17:00:50.520757","2022-11-06 17:00:50.520757",0,0
"신용회복위원회_새희망힐링펀드 장학사업","신용회복위원회","새희망힐링펀드 장학사업","관계부처","장학금","소득구분","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","* 저소득가정기초생활수급자/ 차상위계층","2000000원 * 학업보조비 성격으로 등록금 명목의 장학금 수혜자 중복수혜 가능","저소득 가정의 대학생으로 신용회복위원회에서 추천을 받은 자만 34세 이하자로 재학중인자","해당없음",NULL,"해당없음","125명","* 해당 기관으로 문의","서민금융통합지원센터에서 추천을 받은 자",NULL,"2022-11-06 17:00:50.525629","2022-11-06 17:00:50.525629",0,0
"재단법인 거창군장학회_대학재학장학생","재단법인 거창군장학회","대학재학장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","* 성적우수장학생  입학생은 3학년 내신환산등급평균30이상/ 또는 평균 80점 이상인 학생재학생은 직전 학년 평균 B학점 이상인 자(학기당 12학점 이상이수) * 면학장려 장학생 : 가정형편이 어려운 학생(저소득층)","면학장려 장학생 : 가정형편이 어려운 학생(저소득층) * 단/ 면학장려장학생 접수 미달시에는 성적우수장학생으로 대체 선발한다","1인당 2000000원","공고일 현재/ 관내 고등학교 졸업(예정)하고/ 대학에 입학하였거나 재학 중인 자","공고일 현재/거창군 관내 고등학교 졸업(예정)/ 대학에 입학/재학 중인 자/ 법령에 의한 동등 이상의 학력자 부모의 거주지가 거창군인 자",NULL,"서울소재 대학과 지역소재 대학은 구분하여 선발하고 비율은 20%(서울)/ 80%(서울외지역)를 원칙으로 함","100명","지원제외대학 : 원격대학(방통대/ 사이버대학)/ 기술대학/ 2년 미만의 교육과정의 각종학교(시간제/ 훈련원/ 학점은행제)/ 평생교육법에 의거 설립한 학교(전공대학/ 직업훈련원)","읍면장 추천",NULL,"2022-11-06 17:00:50.531797","2022-11-06 17:00:50.531797",0,0
"재단법인 거창군장학회_수능성적우수자특별장학생","재단법인 거창군장학회","수능성적우수자특별장학생","지자체","장학금","지역연고","4년제(5~6년제포함)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","문과는 국/영/수+탐구 1과목의 백분율 합이 280점 이상/ 영어 2등급 이내이과는 국/영/수+탐구 2과목의 백분율 합이 364점 이상/ 영어 2등급 이내","해당없음","1인당 1000000원","해당없음","거창군 소재 고등학교 졸업생(졸업예정)/ 추가합격자도 포함부모가 현재 거창에 거주/ 학생이 초/중학교 거창에서 졸업/ 예체능 등 기타 사정에 의해 타지역 고등학교로 진학하여 대학 입학시 신청 가능",NULL,"문과/ 이과 구분하여 성적순으로 선발","18명","재수입학생 중 기 장학금 수혜자는 제외","학교장 추천",NULL,"2022-11-06 17:00:50.538853","2022-11-06 17:00:50.538853",0,0
